order_id,customer_id,product_id,quantity,discount,order_date
ORD003287,CUST00144,PROD00258,7,0.0,2024-05-07
ORD005203,CUST00394,PROD00166,8,0.0,2023-11-15
ORD006625,CUST00098,PROD00335,14,0.0,2023-12-05
ORD003937,CUST00073,PROD00371,9,0.0,2023-07-10
ORD008878,CUST00649,PROD00398,12,0.0,2022-04-24
ORD006775,CUST00907,PROD00034,4,0.2,2024-07-26
ORD001953,CUST00315,PROD00495,2,0.15,2024-10-25
ORD007343,CUST00218,PROD00235,8,0.2,2024-05-23
ORD004004,CUST00220,PROD00101,8,0.2,2023-04-08
ORD003777,CUST00317,PROD00151,4,0.2,2024-03-08
ORD003291,CUST00145,PROD99142,14,0.15,2023-09-10
ORD003616,CUST00510,PROD00363,7,0.0,2023-10-07
ORD010072,CUST00352,PROD00203,8,0.0,2024-03-30
ORD004003,CUST00264,PROD00071,1,0.25,2022-07-27
ORD006801,CUST00841,PROD00119,11,0.1,2024-09-13
ORD008853,CUST00324,PROD00416,11,0.05,2023-09-21
ORD000096,CUST00563,PROD00283,7,0.1,2024-10-18
ORD004346,CUST00383,PROD00058,12,0.05,2022-05-16
ORD005206,CUST00637,PROD00465,10,0.15,2024-09-02
ORD005377,CUST00704,PROD00268,5,0.0,2024-10-07
ORD003429,CUST00898,PROD00467,2,0.05,2022-05-27
ORD003995,CUST00701,PROD00110,4,0.0,2024-12-30
ORD007303,CUST00224,PROD00045,14,0.05,2022-08-30
ORD003626,CUST00898,PROD00404,13,0.05,2024-10-21
ORD007725,CUST00762,PROD00295,8,0.05,2024-02-17
ORD005539,CUST00732,PROD00445,10,0.0,2023-05-02
ORD009565,CUST00187,PROD00026,7,0.15,2024-10-21
ORD001577,CUST99390,PROD00391,10,0.05,2022-06-28
ORD004829,CUST00590,PROD00247,4,0.0,2024-09-24
ORD005227,CUST00908,PROD00357,1,0.05,2022-07-04
ORD004388,CUST00806,PROD00226,3,0.0,2024-08-15
ORD008304,CUST00424,PROD00163,4,0.0,2022-11-30
ORD006325,CUST00060,PROD00056,12,0.25,2023-03-08
ORD006748,CUST00086,PROD00068,11,0.0,2023-04-18
ORD007543,CUST00566,PROD00463,3,0.0,2023-11-26
ORD008383,CUST00281,PROD00241,3,0.1,2024-11-11
ORD000701,CUST00932,PROD00030,13,0.05,2023-03-31
ORD002089,CUST00749,PROD00305,11,0.1,2023-01-09
ORD002153,CUST00031,PROD00090,4,0.0,2023-05-01
ORD003974,CUST99912,PROD00218,14,0.15,2023-06-27
ORD006763,CUST00522,PROD00164,2,0.05,2022-01-04
ORD003959,CUST00278,PROD00242,14,,2024-08-30
ORD005776,CUST99990,PROD00227,8,0.0,2023-05-04
ORD002679,CUST00600,PROD00060,6,0.0,2023-05-10
ORD006569,CUST00686,PROD00482,1,0.05,2023-09-24
ORD008636,CUST00185,PROD00400,5,0.3,2024-10-15
ORD000304,CUST00479,PROD00238,11,0.25,2023-01-03
ORD000108,CUST00397,PROD00443,13,0.0,2023-04-05
ORD007776,CUST00891,PROD00203,12,0.05,2022-01-10
ORD009754,CUST00720,PROD00009,14,0.2,2022-11-24
ORD005217,CUST00396,PROD00489,4,0.0,2023-10-04
ORD000652,CUST00421,PROD00237,8,0.1,2024-04-25
ORD002240,CUST00034,PROD00008,11,0.0,2023-08-20
ORD003320,CUST00901,PROD00327,10,0.0,2024-03-04
ORD004150,CUST00704,PROD00174,2,0.1,2024-10-03
ORD004681,CUST00663,PROD00081,9,,2022-02-01
ORD001836,CUST00725,PROD00183,10,0.2,2024-02-01
ORD010107,CUST00372,PROD00171,8,0.2,2022-08-04
ORD001826,CUST00798,PROD00091,5,0.0,2024-05-18
ORD002485,CUST00308,PROD00479,6,0.0,2023-07-31
ORD001786,CUST00912,PROD00254,9,0.15,2023-08-26
ORD007771,CUST00623,PROD00164,10,0.05,2022-07-25
ORD003096,CUST00382,PROD00124,2,0.0,2023-11-11
ORD003699,CUST00461,PROD00198,10,0.1,2023-06-08
ORD008699,CUST00431,PROD00485,4,0.05,2022-05-30
ORD007236,CUST00134,PROD00359,2,0.0,2023-03-24
ORD007720,CUST01004,PROD99850,13,,2024-07-15
ORD009664,CUST00596,PROD00466,7,0.2,2022-03-24
ORD008183,CUST00978,PROD00312,11,0.1,2024-07-09
ORD008063,CUST00013,PROD00004,5,0.0,2023-09-05
ORD008899,CUST00264,PROD00253,1,0.0,2024-03-09
ORD002702,CUST00689,PROD00367,13,0.05,2022-01-15
ORD004798,CUST00435,PROD00420,10,0.15,2023-01-30
ORD007517,CUST00879,PROD00210,11,0.0,2023-11-07
ORD006301,CUST00306,PROD00005,12,,2024-04-26
ORD001759,CUST00246,PROD00255,7,0.0,2022-08-01
ORD000840,CUST00682,PROD00157,3,0.1,2022-04-14
ORD010281,CUST00503,PROD00103,5,0.05,2022-03-01
ORD005630,CUST00515,PROD00074,1,,2024-11-10
ORD002376,CUST00011,PROD00308,5,0.05,2022-06-15
ORD009118,CUST00566,PROD00027,3,0.0,2023-04-08
ORD002586,CUST00713,PROD00408,14,0.0,2022-06-26
ORD009783,CUST00664,PROD00288,14,0.05,2023-06-13
ORD005982,CUST00249,PROD00261,5,0.1,2022-07-30
ORD008331,CUST00964,PROD00328,2,0.05,2023-05-07
ORD001670,CUST00167,PROD00246,11,0.05,2024-11-24
ORD005598,CUST00565,PROD00449,3,0.2,2023-09-06
ORD009143,CUST00844,PROD00437,8,0.0,2023-10-19
ORD003956,CUST00511,PROD00188,13,,2023-02-02
ORD003412,CUST99721,PROD00197,2,0.1,2022-09-10
ORD004393,CUST00282,PROD00176,3,0.0,2022-10-29
ORD002129,CUST00633,PROD00024,3,0.05,2023-07-14
ORD004843,CUST00006,PROD00324,13,0.2,2024-08-26
ORD006477,CUST01039,PROD00458,4,0.0,2024-10-08
ORD005527,CUST00058,PROD00487,11,0.05,2023-08-08
ORD006182,CUST00265,PROD00239,14,0.1,2023-11-11
ORD003456,CUST00684,PROD00032,5,0.05,2023-01-12
ORD008384,CUST00586,PROD00503,5,0.1,2022-12-19
ORD001158,CUST00094,PROD00135,9,0.05,2022-09-20
ORD009648,CUST00399,PROD00111,5,0.0,2022-01-10
ORD010021,CUST00093,PROD00152,4,0.0,2022-03-23
ORD007311,CUST00230,PROD00432,4,0.1,2024-11-16
ORD007362,CUST00616,PROD00002,1,0.15,2022-12-24
ORD008687,CUST00915,PROD00217,12,0.1,2022-09-29
ORD010389,CUST00547,PROD00498,11,0.05,2024-02-10
ORD006210,CUST00495,PROD00109,10,0.1,2023-07-03
ORD009729,CUST00944,PROD00490,12,0.0,2022-10-18
ORD002849,CUST00239,PROD00280,8,0.1,2023-04-05
ORD000915,CUST00533,PROD00386,11,0.0,2023-09-02
ORD004231,CUST00982,PROD00518,12,0.0,2024-11-01
ORD008455,CUST00943,PROD00465,3,0.0,2024-11-08
ORD001278,CUST00885,PROD00015,3,0.0,2022-06-28
ORD004418,CUST00555,PROD00169,11,0.3,2024-11-22
ORD007069,CUST01037,PROD00188,9,0.05,2024-03-04
ORD005274,CUST00222,PROD00297,10,0.0,2024-04-26
ORD004869,CUST00800,PROD00171,4,,2023-01-18
ORD000884,CUST00961,PROD00076,5,0.0,2024-11-26
ORD009564,CUST00826,PROD00209,8,0.0,2024-08-28
ORD002168,CUST01050,PROD00238,,0.15,2022-03-21
ORD001119,CUST00267,PROD00307,2,0.15,2023-08-23
ORD003899,CUST00932,PROD00195,14,0.1,2024-02-05
ORD006078,CUST01031,PROD00135,1,0.0,2024-08-13
ORD002151,CUST00154,PROD00031,9,0.05,2023-10-26
ORD001480,CUST00946,PROD00508,12,0.1,2024-10-04
ORD006976,CUST00485,PROD00208,12,0.15,2023-11-08
ORD002957,CUST00642,PROD00012,3,0.0,2023-12-24
ORD003072,CUST00768,PROD00004,1,0.0,2023-02-28
ORD006831,CUST00120,PROD00081,2,0.05,2022-10-11
ORD005991,CUST00250,PROD99820,11,,2023-04-14
ORD000563,CUST00452,PROD00337,9,0.0,2023-03-31
ORD000252,CUST00279,PROD99001,1,0.0,2022-09-07
ORD006670,CUST00221,PROD00093,4,0.05,2023-07-07
ORD007160,CUST00499,PROD00323,8,0.0,2024-09-29
ORD003929,CUST00908,PROD00114,12,0.15,2024-09-27
ORD002610,CUST00198,PROD00463,2,0.05,2024-02-19
ORD006390,CUST00131,PROD00451,9,0.05,2022-05-31
ORD003330,CUST00349,PROD00041,3,0.0,2023-07-30
ORD000399,CUST00416,PROD00034,1,0.0,2024-02-26
ORD003729,CUST00351,PROD00477,7,0.0,2023-03-29
ORD006591,CUST00645,PROD00384,14,0.15,2024-03-26
ORD002848,CUST00571,PROD00443,14,0.05,2023-05-18
ORD007261,CUST00558,PROD00380,14,0.05,2023-03-21
ORD009810,CUST00122,PROD00249,5,0.15,2024-09-14
ORD001595,CUST00255,PROD00351,6,0.0,2023-03-15
ORD000669,CUST00220,PROD00314,10,0.1,2022-06-01
ORD000853,CUST00655,PROD99394,6,0.0,2023-05-17
ORD002904,CUST00185,PROD00268,10,0.05,2022-02-05
ORD006785,CUST00918,PROD00448,7,,2022-12-08
ORD001407,CUST00306,PROD00001,10,0.0,2024-11-17
ORD008787,CUST00887,PROD00038,3,0.0,2022-06-29
ORD008613,CUST00025,PROD00407,10,0.0,2024-08-07
ORD005251,CUST00163,PROD00339,5,0.1,2022-02-18
ORD009894,CUST00158,PROD00408,14,0.0,2023-06-25
ORD003112,CUST00822,PROD00315,14,0.0,2022-04-03
ORD002178,CUST00150,PROD00391,10,0.05,2024-11-22
ORD006233,CUST00096,PROD00038,5,0.2,2023-04-30
ORD000040,CUST00081,PROD00288,1,0.1,2023-04-27
ORD008894,CUST00031,PROD00245,9,0.05,2023-09-09
ORD008056,CUST00165,PROD00414,13,0.15,2022-07-23
ORD004976,CUST00906,PROD00099,14,0.2,2022-05-16
ORD008837,CUST00624,PROD00097,12,0.1,2023-04-16
ORD004366,CUST00261,PROD00272,6,0.05,2023-07-13
ORD005271,CUST00485,PROD00332,12,0.05,2022-01-03
ORD009104,CUST00169,PROD00033,12,0.25,2022-06-05
ORD000968,CUST00262,PROD00224,12,0.0,2023-10-31
ORD004487,CUST00751,PROD00458,6,0.1,2023-04-29
ORD007661,CUST00985,PROD00465,2,0.0,2024-01-11
ORD009896,CUST00842,PROD00483,6,0.1,2023-02-25
ORD009276,CUST00100,PROD00387,5,0.25,2023-04-15
ORD009666,CUST00794,PROD00378,10,0.15,2022-01-08
ORD005683,CUST00646,PROD00362,3,0.05,2022-06-20
ORD007049,CUST00190,PROD00433,8,0.0,2024-12-11
ORD001148,CUST00635,PROD00227,13,0.0,2024-12-14
ORD006313,CUST00902,PROD00274,13,0.2,2022-11-26
ORD001434,CUST00214,PROD00376,11,0.0,2024-07-24
ORD007257,CUST00275,PROD00476,7,0.0,2022-12-27
ORD004677,CUST00136,PROD00053,11,0.0,2022-04-19
ORD007742,CUST00398,PROD00149,7,0.0,2024-04-26
ORD000766,CUST00712,PROD00345,6,0.15,2024-10-20
ORD008625,CUST01008,PROD00357,7,0.1,2024-11-27
ORD010240,CUST01044,PROD00157,10,0.1,2024-03-28
ORD006863,CUST00345,PROD00181,6,0.0,2023-05-07
ORD006715,CUST00350,PROD00519,11,0.3,2023-11-07
ORD010420,CUST01011,PROD00388,7,0.1,2023-10-01
ORD010054,CUST00878,PROD00065,,0.15,2024-06-27
ORD006326,CUST00566,PROD00207,11,0.1,2023-10-19
ORD001733,CUST00663,PROD00313,11,0.05,2023-09-07
ORD008194,CUST00389,PROD00203,7,0.15,2023-01-24
ORD000305,CUST00799,PROD00377,2,0.05,2024-04-30
ORD002458,CUST00688,PROD00186,10,0.05,2022-07-10
ORD003884,CUST00036,PROD00146,12,0.3,2022-04-07
ORD004935,CUST00276,PROD00323,1,0.0,2023-05-07
ORD003615,CUST00801,PROD00260,8,0.0,2023-04-25
ORD000534,CUST00762,PROD00113,5,0.05,2022-01-25
ORD002459,CUST00719,PROD00131,8,0.05,2022-03-14
ORD010075,CUST00126,PROD00280,3,0.0,2023-08-17
ORD001598,CUST00714,PROD00464,10,0.1,2024-09-24
ORD001972,CUST00019,PROD00002,5,0.2,2023-04-04
ORD004885,CUST00041,PROD00473,12,0.15,2023-02-10
ORD001806,CUST00860,PROD00346,2,0.1,2022-06-14
ORD002169,CUST00643,PROD00416,4,0.1,2023-10-16
ORD010347,CUST00156,PROD00054,10,0.05,2024-06-11
ORD000015,CUST00473,PROD00066,9,0.0,2023-02-23
ORD003255,CUST00804,PROD00195,3,0.15,2024-04-29
ORD006558,CUST00798,PROD00317,8,0.2,2022-07-25
ORD009268,CUST00259,PROD00065,,0.05,2023-09-09
ORD008118,CUST00789,PROD00357,12,0.05,2022-08-04
ORD008094,CUST00291,PROD00328,11,0.0,2022-04-10
ORD006179,CUST00579,PROD99849,11,0.0,2024-03-14
ORD001069,CUST01035,PROD00484,8,0.1,2023-02-09
ORD004340,CUST00865,PROD00415,12,0.2,2022-11-03
ORD006460,CUST00719,PROD00329,4,0.0,2024-05-22
ORD007493,CUST00124,PROD00372,7,0.1,2023-05-29
ORD003208,CUST00621,PROD00005,5,0.0,2022-04-23
ORD007835,CUST01042,PROD00297,13,0.2,2022-01-19
ORD007091,CUST00460,PROD00123,9,0.25,2022-12-25
ORD003465,CUST00150,PROD00034,14,0.0,2024-01-13
ORD009639,CUST00444,PROD00335,1,0.0,2023-04-19
ORD006177,CUST00532,PROD00076,14,0.1,2022-03-05
ORD007703,CUST00659,PROD00207,8,0.0,2022-07-14
ORD010444,CUST00193,PROD00295,7,0.1,2024-02-15
ORD000266,CUST00573,PROD00405,9,0.1,2022-07-20
ORD005439,CUST00877,PROD00152,14,0.1,2022-10-17
ORD003548,CUST00749,PROD00075,9,0.15,2024-04-20
ORD003738,CUST00274,PROD00006,2,0.0,2023-05-21
ORD002021,CUST00028,PROD00129,4,0.0,2022-04-28
ORD002393,CUST00497,PROD00132,3,0.05,2022-07-20
ORD007780,CUST00045,PROD99177,5,0.1,2024-10-29
ORD004520,CUST00753,PROD00292,13,0.05,2024-08-15
ORD001473,CUST00249,PROD00465,2,0.1,2022-10-09
ORD002475,CUST00715,PROD00208,2,0.25,2024-10-16
ORD005324,CUST00888,PROD00117,8,0.15,2023-09-05
ORD005138,CUST00994,PROD00491,14,0.1,2022-05-21
ORD002326,CUST00723,PROD00152,14,0.15,2023-03-29
ORD000674,CUST00226,PROD00081,4,0.15,2024-01-21
ORD004274,CUST00930,PROD00438,10,0.15,2024-05-24
ORD008012,CUST99529,PROD00381,2,0.0,2023-09-02
ORD006413,CUST00438,PROD00016,3,0.0,2024-05-23
ORD007307,CUST01016,PROD00006,6,0.05,2024-03-24
ORD007877,CUST00352,PROD00483,9,0.0,2022-09-19
ORD003146,CUST00756,PROD00344,5,0.05,2023-09-13
ORD003101,CUST00017,PROD00109,14,0.1,2022-11-26
ORD000609,CUST00245,PROD00253,8,0.0,2023-06-17
ORD001517,CUST00248,PROD00256,4,0.1,2022-01-26
ORD004626,CUST00812,PROD00034,1,0.0,2024-01-06
ORD005533,CUST01002,PROD00325,8,0.05,2022-09-22
ORD000511,CUST00599,PROD00455,11,0.05,2024-02-28
ORD007634,CUST00319,PROD00048,3,0.15,2024-03-28
ORD004133,CUST00264,PROD00312,2,0.05,2024-09-06
ORD003300,CUST00255,PROD00482,13,0.15,2023-03-20
ORD009895,CUST00793,PROD00498,4,0.15,2022-10-01
ORD003525,CUST00859,PROD00513,9,0.05,2023-09-04
ORD007461,CUST00666,PROD00513,4,0.2,2024-09-25
ORD006844,CUST00370,PROD00469,13,0.0,2023-03-16
ORD008645,CUST00749,PROD00227,8,0.0,2024-04-23
ORD000400,CUST00824,PROD00172,10,0.05,2022-06-07
ORD005187,CUST00706,PROD00374,14,0.0,2022-10-20
ORD001023,CUST00711,PROD00365,5,0.1,2022-05-31
ORD008388,CUST00034,PROD00486,2,0.0,2022-01-12
ORD000775,CUST00958,PROD00081,7,0.15,2022-12-13
ORD010475,CUST00735,PROD00454,4,2.0,2022-10-11
ORD003434,CUST00410,PROD00366,2,0.0,2024-02-23
ORD001370,CUST00951,PROD00350,6,0.0,2024-01-10
ORD006251,CUST00725,PROD00072,9,0.15,2023-08-17
ORD009001,CUST00427,PROD00143,2,0.05,2022-02-27
ORD008392,CUST00581,PROD00243,11,0.0,2022-05-25
ORD009904,CUST00095,PROD00228,3,0.25,2023-01-25
ORD006320,CUST00152,PROD00355,3,0.15,2023-01-25
ORD005039,CUST00860,PROD00003,4,0.0,2022-09-26
ORD000593,CUST00782,PROD00255,13,,2024-11-14
ORD003685,CUST00327,PROD00395,1,0.15,2024-11-15
ORD004851,CUST00564,PROD00238,1,0.0,2024-09-11
ORD003014,CUST00972,PROD00101,10,0.15,2024-10-11
ORD003636,CUST00182,PROD00271,13,0.05,2022-07-26
ORD001285,CUST00915,PROD00304,6,0.25,2024-03-03
ORD005771,CUST00292,PROD00393,10,0.05,2022-05-14
ORD004875,CUST00297,PROD00143,13,0.0,2024-10-26
ORD006706,CUST00875,PROD00313,2,0.1,2024-08-02
ORD005285,CUST01007,PROD00480,2,0.15,2024-09-21
ORD008340,CUST00695,PROD00130,3,0.25,2024-11-05
ORD006142,CUST00806,PROD00033,12,0.3,2024-04-04
ORD005769,CUST00024,PROD00228,14,,2023-11-08
ORD006779,CUST99475,PROD00336,3,0.2,2024-07-22
ORD008764,CUST00867,PROD00472,9,0.0,2022-01-30
ORD007229,CUST00044,PROD00052,2,0.1,2024-03-04
ORD010058,CUST00066,PROD00078,13,0.0,2022-05-29
ORD002474,CUST00359,PROD00238,4,0.25,2023-03-27
ORD006271,CUST00950,PROD00444,12,0.0,2022-09-29
ORD005131,CUST00436,PROD00074,14,0.0,2022-04-23
ORD004891,CUST00557,PROD00185,7,0.0,2024-10-24
ORD002010,CUST00364,PROD00381,14,0.2,2022-02-21
ORD006614,CUST00150,PROD00485,14,0.0,2024-07-24
ORD008920,CUST00291,PROD00242,10,0.05,2022-09-14
ORD003459,CUST00180,PROD00110,12,0.1,2024-08-18
ORD000347,CUST00218,PROD00182,14,0.15,2022-04-14
ORD000867,CUST00241,PROD00410,5,0.0,2022-01-05
ORD007746,CUST00428,PROD00169,2,0.05,2023-12-30
ORD006572,CUST00142,PROD00152,14,0.05,2024-10-19
ORD001209,CUST00593,PROD00321,7,0.0,2024-05-28
ORD004658,CUST00969,PROD00074,12,0.1,2024-05-07
ORD006118,CUST00145,PROD00213,0,0.0,2022-10-07
ORD005262,CUST00153,PROD00376,6,0.2,2022-02-09
ORD010246,CUST00685,PROD00365,4,0.0,2022-11-05
ORD006340,CUST00124,PROD00268,8,,2022-09-01
ORD010483,CUST00848,PROD00269,14,0.2,2022-03-04
ORD009613,CUST00169,PROD00025,2,0.0,2023-04-21
ORD000368,CUST00362,PROD00485,14,0.0,2024-10-16
ORD000319,CUST00369,PROD00339,10,0.05,2024-12-16
ORD010318,CUST00632,PROD00493,14,0.15,2024-07-06
ORD008291,CUST00050,PROD00257,10,0.15,2024-11-26
ORD009701,CUST00868,PROD00492,1,0.1,2023-01-19
ORD005915,CUST00753,PROD00231,4,0.1,2023-01-12
ORD005530,CUST00112,PROD00182,10,0.0,2023-08-01
ORD003051,CUST00398,PROD00264,6,0.15,2024-04-02
ORD003483,CUST00472,PROD00516,14,0.0,2022-05-19
ORD003028,CUST00022,PROD00151,9,0.0,2022-01-18
ORD005734,CUST00127,PROD00077,6,0.2,2024-03-09
ORD002329,CUST00519,PROD00350,9,0.25,2024-05-04
ORD000425,CUST00196,PROD00371,6,0.1,2024-06-15
ORD009755,CUST00079,PROD00146,14,0.05,2022-01-29
ORD001146,CUST99560,PROD00475,4,0.15,2024-08-27
ORD009938,CUST00096,PROD00281,4,,2022-08-26
ORD001747,CUST00971,PROD00409,13,0.0,2022-05-16
ORD005428,CUST00922,PROD00293,1,0.0,2023-02-03
ORD008369,CUST00048,PROD00026,11,0.0,2024-05-07
ORD000583,CUST00869,PROD00208,2,,2023-12-13
ORD009868,CUST99794,PROD00271,12,0.0,2022-06-05
ORD002109,CUST00821,PROD00503,6,0.0,2022-01-17
ORD000136,CUST00306,PROD00322,3,0.0,2022-12-26
ORD003622,CUST00671,PROD00407,7,0.25,2023-08-03
ORD002993,CUST00627,PROD00247,8,0.1,2024-08-19
ORD005845,CUST00612,PROD00380,10,0.15,2023-01-21
ORD002944,CUST00637,PROD00417,10,0.05,2023-11-20
ORD003934,CUST00649,PROD00173,6,0.1,2022-10-20
ORD004526,CUST00773,PROD00210,14,0.0,2024-10-17
ORD008548,CUST00331,PROD00335,8,0.3,2022-03-02
ORD001384,CUST00085,PROD00370,9,0.2,2024-10-13
ORD009806,CUST00884,PROD00428,1,0.05,2022-12-28
ORD005273,CUST00816,PROD99650,6,0.3,2022-06-29
ORD009842,CUST00220,PROD00316,14,0.15,2022-05-01
ORD010433,CUST00373,PROD00356,3,0.05,2024-08-25
ORD001495,CUST00315,PROD00185,5,0.05,2024-07-22
ORD001966,CUST00154,PROD00441,12,0.0,2022-08-20
ORD005268,CUST00089,PROD00147,13,0.2,2023-10-29
ORD004059,CUST00291,PROD00222,2,0.05,2024-03-03
ORD007147,CUST00642,PROD00038,10,0.25,2023-01-22
ORD009699,CUST99139,PROD00132,7,0.1,2022-02-21
ORD007183,CUST00732,PROD00365,12,0.0,2023-04-30
ORD009620,CUST00452,PROD00468,13,0.05,2024-02-29
ORD009721,CUST00469,PROD00216,11,0.1,2024-08-17
ORD006174,CUST00228,PROD00257,,0.1,2022-06-09
ORD006223,CUST00267,PROD00412,14,0.0,2023-12-23
ORD001088,CUST00643,PROD00049,13,0.05,2022-08-11
ORD003317,CUST00597,PROD00498,13,0.05,2022-09-02
ORD003024,CUST00709,PROD99839,14,0.15,2022-08-30
ORD006432,CUST00052,PROD00017,2,0.1,2023-11-03
ORD001531,CUST00273,PROD00429,4,0.0,2022-10-19
ORD002125,CUST00175,PROD99098,2,0.0,2023-04-03
ORD008441,CUST00980,PROD00265,12,0.25,2024-06-05
ORD008396,CUST00760,PROD00041,2,0.1,2024-01-31
ORD004342,CUST00733,PROD00342,10,0.15,2023-04-14
ORD002216,CUST00649,PROD00228,4,0.15,2023-02-12
ORD009011,CUST00251,PROD00147,6,0.0,2022-12-23
ORD006591,CUST00645,PROD00384,14,0.15,2024-03-26
ORD008084,CUST00301,PROD00371,12,,2024-11-04
ORD008623,CUST00725,PROD00401,2,0.05,2022-08-16
ORD001537,CUST00028,PROD00307,3,0.1,2022-08-05
ORD000933,CUST00218,PROD00193,7,0.05,2022-12-09
